Area_Year,"1_Live births_Total, Canada and place of residence of mother outside Canada 10 11","1_Live births_Canada, place of residence of mother 10",1_Live births_Place of residence of mother outside Canada 11,"2_Number of students in elementary and secondary schools_Total, school type Total, program type","2_Number of students in elementary and secondary schools_Public school Total, program type","2_Number of students in elementary and secondary schools_Priviate school Total, program type","2_Number of students in elementary and secondary schools_Home-schooling Total, program type",3_Number of full-time and part-time educators,4_Canada_gdp_yearly_Final consumption expenditure,4_Canada_gdp_yearly_Household final consumption expenditure,4_Canada_gdp_yearly_Goods,4_Canada_gdp_yearly_Durable goods,4_Canada_gdp_yearly_Semi-durable goods,4_Canada_gdp_yearly_Non-durable goods,4_Canada_gdp_yearly_Services,4_Canada_gdp_yearly_Non-profit institutions serving households final consumption expenditure,4_Canada_gdp_yearly_General governments final consumption expenditure,4_Canada_gdp_yearly_Gross fixed capital formation,4_Canada_gdp_yearly_Business gross fixed capital formation,4_Canada_gdp_yearly_Residential structures,"4_Canada_gdp_yearly_Non-residential structures, machinery and equipment",4_Canada_gdp_yearly_Non-residential structures,4_Canada_gdp_yearly_Machinery and equipment,4_Canada_gdp_yearly_Intellectual property products,4_Canada_gdp_yearly_Non-profit institutions serving households gross fixed capital formation,4_Canada_gdp_yearly_General governments gross fixed capital formation,4_Canada_gdp_yearly_Investment in inventories,4_Canada_gdp_yearly_Of which: business investment in inventories,4_Canada_gdp_yearly_Non-farm,4_Canada_gdp_yearly_Farm,4_Canada_gdp_yearly_Exports of goods and services,4_Canada_gdp_yearly_Exports to other countries,4_Canada_gdp_yearly_Exports of goods to other countries,4_Canada_gdp_yearly_Exports of services to other countries,4_Canada_gdp_yearly_Exports to other provinces,4_Canada_gdp_yearly_Exports of goods to other provinces,4_Canada_gdp_yearly_Exports of services to other provinces,4_Canada_gdp_yearly_Less: imports of goods and services,4_Canada_gdp_yearly_Imports from other countries,4_Canada_gdp_yearly_Imports of goods from other countries,4_Canada_gdp_yearly_Imports of services from other countries,4_Canada_gdp_yearly_Imports from other provinces,4_Canada_gdp_yearly_Imports of goods from other provinces,4_Canada_gdp_yearly_Imports of services from other provinces,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand,6_Estimates of population,7_Dependency ratio,9_Postsecondary enrolments
Saskatchewan_1995,"13,517","13,509",8,,,,,,"30,040","19,628","8,608","1,594","1,115","6,242","11,079",409,"10,161","7,361","6,347","1,386","4,364","3,194","1,278",532,37,975,721,721,356,380,"30,311","20,553","19,847",694,"10,166","6,957","3,096","17,734","5,770","4,893",889,"12,264","5,440","6,913",287,"53,426","37,503",,,"35,184"
Saskatchewan_1996,"13,310","13,308",2,,,,,,"30,588","20,120","8,816","1,721","1,125","6,277","11,366",466,"10,128","8,375","7,279","1,631","4,955","3,823","1,365",640,41,"1,047",860,861,3,"1,122","32,030","22,218","21,409",789,"10,336","7,462","2,829","19,235","6,027","5,106",935,"13,647","6,431","7,284",287,"55,034","39,092",,,"34,983"
Saskatchewan_1997,"12,812","12,810",2,,,,,,"31,239","20,856","9,216","1,958","1,153","6,340","11,687",478,"9,956","11,033","9,807","1,738","6,898","5,050","2,024",925,42,"1,165",553,552,922,-815,"35,077","25,680","24,780",883,"10,241","7,822","2,451","21,943","7,580","6,443","1,148","14,541","6,264","8,400",155,"57,399","42,470",,,"34,263"
Saskatchewan_1998,"12,794","12,790",4,"196,014","196,014",,,,"31,826","21,093","9,229","1,882","1,193","6,415","11,930",507,"10,315","9,787","8,508","1,818","5,826","4,085","1,793",770,23,"1,250",444,445,324,36,"37,992","26,135","25,042","1,033","12,404","9,606","2,866","21,412","7,499","6,373","1,137","14,038","5,723","8,458",12,"59,879","41,772",,,"34,578"
Saskatchewan_1999,"12,568","12,564",4,"194,796","194,796",,,,"32,304","21,426","9,364","1,904","1,216","6,508","12,131",578,"10,389","9,955","8,570","1,799","5,897","4,070","1,846",764,37,"1,345",743,743,157,792,"38,320","25,699","24,604","1,031","13,032","9,821","3,216","22,331","7,908","6,781","1,127","14,511","5,705","8,969",-104,"59,943","42,421",,,"34,107"
Saskatchewan_2000,"12,118","12,114",4,"192,885","192,885",,,,"33,096","21,988","9,638","2,050","1,260","6,546","12,416",567,"10,623","9,930","8,537","1,800","5,872","4,418","1,654",759,42,"1,348",348,347,-31,573,"40,738","27,904","26,920",959,"13,404","9,987","3,403","23,173","8,075","6,946","1,127","15,245","5,906","9,520",-63,"61,503","43,190",,,"34,500"
Saskatchewan_2001,"12,260","12,253",7,"186,588","186,588",,,,"33,583","22,272","9,783","2,119","1,298","6,558","12,552",552,"10,850","9,928","8,241","1,835","5,639","4,183","1,619",695,45,"1,648",-806,-806,172,"-1,449","41,468","27,305","26,439",860,"14,483","11,274","3,266","23,455","7,780","6,709","1,065","15,985","6,726","9,342",92,"60,993","43,677","1,000,239",77.8,"35,904"
Saskatchewan_2002,"11,750","11,748",2,"183,024","183,024",,,"12,348","34,485","22,906","10,144","2,270","1,355","6,683","12,813",604,"11,062","9,423","7,769","2,008","5,194","3,774","1,532",592,57,"1,601",-351,-350,310,"-1,032","40,086","26,328","25,355",939,"14,056","10,798","3,289","23,613","7,989","6,927","1,052","15,869","6,465","9,525",92,"60,789","44,094","996,807",76.8,"36,330"
Saskatchewan_2003,"12,128","12,122",6,"184,605","184,605",,,"12,378","35,163","23,425","10,433","2,418","1,392","6,761","13,035",589,"11,224","10,092","8,566","2,184","5,530","3,789","1,755",885,49,"1,480","1,765","1,762",538,"1,571","39,723","25,413","24,493",891,"14,456","11,069","3,415","24,773","8,468","7,269","1,196","16,530","7,021","9,583",130,"63,564","45,425","996,386",75.5,"38,244"
Saskatchewan_2004,"12,078","12,074",4,"182,130","182,127",,,"12,261","35,609","23,810","10,537","2,446","1,431","6,789","13,328",555,"11,306","10,246","8,688","2,378","5,453","3,684","1,762",943,31,"1,532","1,354","1,355",452,"1,182","43,628","27,456","26,587",859,"16,230","12,576","3,704","25,602","9,068","7,866","1,193","16,687","6,766","10,067",228,"66,605","46,026","997,283",74.1,"38,706"
Saskatchewan_2005,"12,111","12,109",2,"178,710","178,710",,,"12,171","36,410","24,500","10,913","2,591","1,509","6,922","13,631",561,"11,390","11,944","10,186","2,522","6,606","4,578","2,061","1,084",76,"1,681","2,228","2,228",760,"1,946","43,492","27,832","26,868",944,"15,816","12,035","3,811","27,010","10,215","8,910","1,293","16,839","6,359","10,752",-47,"68,360","48,443","993,500",73.1,"37,032"
Saskatchewan_2006,"12,427","12,424",3,"175,587","175,587",,,"12,444","37,580","25,400","11,361","2,776","1,641","7,020","14,076",567,"11,642","13,318","11,457","2,699","7,693","5,071","2,584","1,054",90,"1,768",670,672,"1,108","-1,297","44,117","27,340","26,348",969,"16,756","12,657","4,125","29,269","11,139","9,697","1,429","18,169","6,944","11,494",50,"67,347","50,934","992,314",72.3,"40,965"
Saskatchewan_2007,"13,446","13,446",0,"169,713","166,497","2,004","1,212","12,252","39,603","27,006","12,243","3,196","1,803","7,274","14,781",558,"12,047","14,314","12,532","3,075","8,050","4,928","2,999","1,419",64,"1,722",655,653,"1,151",-968,"46,484","29,218","28,385",843,"17,323","12,796","4,541","32,111","12,696","10,901","1,782","19,421","8,136","11,389",9,"69,855","53,945","1,002,086",71.4,"45,120"
Saskatchewan_2008,"13,969","13,964",5,"171,189","167,064","2,334","1,791","11,694","41,662","28,556","13,164","3,654","1,952","7,559","15,390",586,"12,519","16,752","14,394","3,157","9,466","6,223","3,165","1,778",89,"2,269","1,699","1,690",123,"1,803","47,778","29,961","29,007",951,"17,851","12,967","4,909","35,304","15,244","13,070","2,159","20,076","7,970","12,315",-29,"73,518","58,426","1,017,404",70.3,"52,053"
Saskatchewan_2009,"14,535","14,526",9,"170,526","164,763","3,975","1,788","11,904","42,547","29,040","13,335","3,631","1,964","7,747","15,705",610,"12,902","16,647","14,473","2,886","10,327","7,493","2,855","1,260",72,"2,103",-414,-413,-932,796,"45,882","28,501","27,527",970,"17,426","12,376","5,076","35,859","14,076","12,076","1,987","21,739","9,431","12,350",10,"69,597","59,204","1,034,819",69,"51,522"
Saskatchewan_2010,"14,538","14,532",6,"171,810","166,002","3,891","1,917","12,099","43,860","29,954","13,599","3,736","2,002","7,866","16,358",616,"13,294","19,414","16,854","3,166","12,508","9,050","3,480","1,178",63,"2,499","-1,242","-1,245",-88,"-1,369","49,111","31,265","30,187","1,073","17,894","12,598","5,311","39,062","15,863","13,714","2,137","23,162","10,271","12,912",-92,"72,851","63,290","1,051,443",67.9,"51,327"
Saskatchewan_2011,"14,564","14,560",4,"171,078","165,573","3,555","1,950","12,426","44,868","30,874","14,124","4,007","2,101","8,017","16,751",651,"13,343","21,318","18,829","3,726","13,823","9,605","4,220","1,280",64,"2,424",16,24,339,-380,"52,398","33,931","32,871","1,060","18,505","12,486","6,016","42,535","17,974","15,816","2,157","24,569","11,036","13,539",-78,"76,697","66,192","1,066,026",67,"51,450"
Saskatchewan_2012,"15,042","15,034",8,"172,551","166,863","3,693","1,995","12,564","46,058","32,061","14,817","4,375","2,267","8,175","17,244",658,"13,339","23,264","20,902","4,336","15,114","10,357","4,757","1,452",76,"2,286",-140,-159,-188,29,"53,032","35,412","34,306","1,106","17,620","11,594","6,026","44,123","18,481","16,255","2,226","25,642","11,737","13,905",-85,"78,007","69,322","1,083,755",66.8,"52,356"
Saskatchewan_2013,"15,011","15,005",6,"176,085","169,728","4,368","1,989","12,726","47,056","33,256","15,478","4,637","2,397","8,445","17,779",693,"13,109","25,093","22,785","4,413","16,930","11,284","5,649","1,442",97,"2,212","2,565","2,565",65,"2,451","51,736","33,662","32,515","1,145","18,058","11,415","6,642","44,406","19,208","16,692","2,513","25,203","10,727","14,479",50,"83,111","72,145","1,099,736",66.6,"52,890"
Saskatchewan_2014,"15,770","15,765",5,"178,479","171,987","4,395","2,097","13,044","47,890","34,092","15,720","4,648","2,461","8,610","18,371",718,"13,085","26,038","23,655","4,354","17,942","12,477","5,460","1,358",118,"2,266",-296,-293,95,-395,"55,123","35,888","34,611","1,273","19,217","12,146","7,070","45,200","19,349","16,666","2,678","25,856","10,038","15,856",-50,"84,786","73,923","1,112,979",66.7,"52,869"
Saskatchewan_2015,"15,497","15,493",4,"181,545","174,747","4,638","2,163","12,894","48,533","34,321","15,562","4,545","2,482","8,535","18,751",764,"13,450","22,110","19,264","3,840","14,391","9,318","5,051","1,036",94,"2,751",-269,-270,-62,-205,"56,006","38,076","36,701","1,367","18,029","11,054","6,975","43,432","17,900","15,364","2,533","25,572","11,158","14,422",-84,"84,072","70,627","1,120,967",67.3,"54,240"
Saskatchewan_2016,"15,723","15,722",1,"183,894","177,081","4,572","2,238","12,918","48,978","34,604","15,507","4,458","2,446","8,605","19,082",828,"13,551","19,229","16,079","3,467","11,760","8,123","3,653",863,66,"3,086","1,118","1,116",581,534,"53,809","36,777","35,276","1,452","17,164","10,320","6,836","40,742","15,917","13,458","2,465","24,993","11,098","13,916",141,"84,006","68,174","1,135,987",68,"56,238"
Saskatchewan_2017,"15,606","15,598",8,"187,536","180,651","4,521","2,364",,"50,084","35,356","15,833","4,612","2,442","8,780","19,508",831,"13,899","20,031","16,991","3,437","12,691","8,342","4,338",868,64,"2,979",314,324,104,216,"56,392","39,105","37,578","1,492","17,540","10,667","6,871","41,973","16,794","14,418","2,379","25,278","10,751","14,517",57,"86,180","70,083","1,150,331",68.7,"55,602"
Saskatchewan_2018,"15,407","15,405",2,"189,999","182,655","4,857","2,484",,"51,087","35,889","15,970","4,552","2,445","8,974","19,901",852,"14,343","19,591","16,749","3,203","12,460","8,403","4,059","1,077",59,"2,788",543,531,429,115,"57,820","39,990","38,363","1,576","18,070","11,189","6,882","42,554","17,195","14,696","2,501","25,429","10,754","14,663",-15,"87,728","70,642","1,161,767",69.7,"56,529"
Saskatchewan_2019,"14,674","14,670",4,"191,994","183,972","5,412","2,607",,"51,626","36,210","16,141","4,593","2,444","9,104","20,051",882,"14,531","17,804","15,600","2,820","11,661","8,001","3,671","1,098",51,"2,162","1,328","1,327",789,546,"57,366","39,749","37,888","1,761","17,867","11,042","6,826","41,976","16,316","13,837","2,479","25,853","11,113","14,731",-28,"87,379","69,381","1,172,479",70.7,"59,301"
Saskatchewan_2020,"14,169","14,166",3,"194,367","186,066","5,523","2,778",,"49,487","33,947","15,888","4,374","2,278","9,229","18,059",898,"14,606","15,325","13,025","2,954","9,189","5,985","3,185",903,47,"2,260","-1,196","-1,199",274,"-1,366","56,648","40,515","38,854","1,620","16,624","10,301","6,326","38,072","14,696","13,005","1,716","23,578","9,914","13,643",14,"83,208","64,757","1,179,300",71.9,"56,784"
Saskatchewan_2021,"14,509","14,509",0,"192,036","181,506","5,871","4,662",,"52,211","35,785","16,883","4,717","2,749","9,431","18,903",938,"15,448","16,080","13,721","3,566","9,162","5,394","3,714","1,023",50,"2,314","-2,398","-2,413","2,139","-3,993","55,762","37,874","36,087","1,701","18,041","11,199","6,847","40,191","16,089","14,007","2,099","24,192","10,432","13,746",-36,"82,494","68,231","1,179,844",72.9,"53,085"
Yukon_1991,581,573,8,,,,,,"1,339",605,325,49,33,267,280,11,724,425,281,126,126,104,42,25,0,145,29,29,29,0,563,277,106,70,186,32,135,939,170,150,23,793,268,536,-13,"1,448","1,775",,,
Yukon_1992,530,517,13,,,,,,"1,482",626,337,52,36,271,289,14,854,404,250,171,86,93,20,15,0,156,-7,-7,-7,0,809,413,153,128,226,77,136,965,187,156,32,802,360,441,-45,"1,731","1,895",,,
Yukon_1993,513,498,15,,,,,,"1,464",634,339,54,37,269,295,16,820,294,157,105,42,34,14,29,0,142,46,46,46,0,477,191,61,110,254,58,171,945,279,210,76,674,279,397,6,"1,385","1,759",,,"1,455"
Yukon_1994,448,437,11,,,,,,"1,456",639,340,56,39,263,299,15,807,336,148,91,39,17,19,35,0,199,42,42,42,0,353,124,32,114,233,58,154,837,175,136,43,683,319,362,3,"1,384","1,796",,,"1,899"
Yukon_1995,461,457,4,,,,,,"1,523",658,353,59,41,272,304,17,855,464,249,103,105,93,32,47,0,224,25,25,25,0,421,171,52,116,218,58,142,898,214,172,44,703,320,381,4,"1,575","1,999",,,"2,253"
Yukon_1996,432,429,3,,,,,,"1,552",660,345,60,41,260,314,17,884,342,197,112,56,45,19,48,0,151,60,60,60,0,614,295,108,111,210,74,126,901,190,162,28,736,336,399,-1,"1,741","1,897",,,"1,398"
Yukon_1997,481,468,13,,,,,,"1,641",682,346,63,42,254,336,17,955,321,210,108,79,77,21,34,0,114,20,20,20,0,456,196,61,127,209,73,126,836,196,158,40,657,303,354,-12,"1,620","1,963",,,"1,329"
Yukon_1998,399,395,4,"6,333","6,333",,,,"1,724",698,354,65,44,258,344,22,"1,022",294,194,97,84,42,39,21,0,102,-10,-10,-10,0,416,158,46,118,242,92,141,853,224,188,37,643,270,374,-29,"1,544","2,014",,,"1,464"
Yukon_1999,382,376,6,"6,102","6,102",,,,"1,742",715,365,69,45,262,350,27,"1,014",370,248,90,135,48,71,15,0,125,-23,-23,-23,0,369,148,41,122,198,80,111,914,260,220,40,664,300,365,4,"1,537","2,115",,,"1,656"
Yukon_2000,377,370,7,"5,976","5,973",,,,"1,789",749,369,74,47,258,380,27,"1,024",325,199,98,87,37,43,18,0,130,8,8,8,0,371,141,39,114,214,90,117,890,267,224,45,631,264,367,-10,"1,589","2,114",,,"1,491"
Yukon_2001,349,343,6,"5,763","5,763",,,,"1,779",770,380,78,48,261,390,26,990,386,226,107,100,45,49,23,0,165,3,3,3,0,385,121,27,129,270,132,130,890,261,224,39,638,261,378,-1,"1,662","2,166","30,158",52.6,"1,428"
Yukon_2002,349,341,8,"5,610","5,607",,,492,"1,887",797,399,88,51,265,398,30,"1,069",389,243,122,105,40,55,22,1,149,-14,-14,-14,0,338,112,25,117,227,86,132,932,278,236,42,663,260,405,-4,"1,643","2,278","30,336",51.4,"1,554"
Yukon_2003,334,326,8,"5,610","5,610",,,489,"1,923",842,410,93,51,272,431,33,"1,053",405,263,139,107,25,64,26,0,145,-39,-39,-39,0,315,109,20,128,201,59,134,959,286,240,47,682,280,402,17,"1,625","2,330","30,941",50.6,"1,482"
Yukon_2004,380,371,9,"5,520","5,520",,,495,"1,989",870,413,100,53,263,456,34,"1,089",520,326,169,132,69,57,36,0,199,-53,-53,-53,0,330,120,31,108,199,45,147,"1,042",331,278,54,719,305,416,8,"1,707","2,509","31,455",49.6,"1,419"
Yukon_2005,315,313,2,"5,460","5,460",,,495,"2,089",897,415,101,56,260,482,34,"1,165",653,428,174,174,92,74,88,1,228,-84,-84,-84,0,338,107,28,99,233,46,181,"1,202",386,326,61,825,319,508,12,"1,744","2,740","31,902",49.1,"1,491"
Yukon_2006,370,369,1,"5,334","5,334",,,510,"2,077",947,438,108,59,273,509,36,"1,094",722,495,168,318,222,97,17,1,230,-9,-9,-9,0,352,96,26,84,273,39,232,"1,251",403,341,63,857,367,490,-19,"1,826","2,797","32,272",48.5,"2,634"
Yukon_2007,358,356,2,"5,229","5,229",0,0,516,"2,167","1,000",459,117,63,280,541,35,"1,132",738,549,158,203,137,66,193,2,190,-30,-30,-30,0,412,137,55,93,285,25,260,"1,323",414,357,59,917,390,527,1,"1,919","2,904","32,554",47.7,"1,029"
Yukon_2008,361,361,0,"5,226","5,229",,,552,"2,262","1,045",474,125,65,284,571,38,"1,178",673,500,166,184,98,81,156,2,172,-29,-29,-29,0,568,280,189,92,286,19,267,"1,318",444,382,64,886,368,518,0,"2,113","2,931","33,083",47.1,999
Yukon_2009,375,375,0,"5,004","5,004",,,570,"2,369","1,070",473,120,66,287,597,37,"1,264",689,456,162,198,119,75,99,3,234,17,17,17,0,588,301,224,75,285,84,203,"1,384",434,373,63,958,346,614,9,"2,253","3,055","33,731",47.6,894
Yukon_2010,371,370,1,"5,010","5,010",,,513,"2,492","1,126",489,126,71,292,638,38,"1,328",967,764,192,401,296,106,171,8,194,32,32,32,0,579,289,206,83,287,75,214,"1,691",482,404,79,"1,214",405,810,-4,"2,343","3,458","34,596",47.3,"1,041"
Yukon_2011,420,419,1,"5,148","5,085",,63,546,"2,553","1,179",509,134,69,306,670,43,"1,331","1,161",884,186,355,256,99,342,11,265,9,9,9,0,627,272,189,84,354,107,250,"1,858",453,377,77,"1,403",422,982,-4,"2,460","3,715","35,411",46.8,"1,182"
Yukon_2012,427,427,0,"5,133","5,037",,96,879,"2,591","1,225",528,144,69,315,697,42,"1,324",948,711,187,246,130,116,278,14,223,36,36,36,0,788,327,228,98,461,191,270,"1,798",439,352,87,"1,358",454,904,-7,"2,558","3,539","36,234",47.2,"4,062"
Yukon_2013,393,393,0,"5,151","5,049",,102,903,"2,660","1,231",512,137,67,308,719,50,"1,379",853,597,142,301,89,212,154,2,253,21,21,21,0,810,375,277,98,436,116,320,"1,726",569,480,89,"1,157",371,786,1,"2,595","3,514","36,521",47.4,"3,681"
Yukon_2014,385,385,0,"5,292","5,139",,153,945,"2,704","1,247",507,133,68,306,739,47,"1,409",753,482,131,216,114,102,135,2,269,40,40,40,0,798,399,309,91,402,86,317,"1,663",483,402,81,"1,186",309,879,5,"2,614","3,459","37,137",47.9,"3,834"
Yukon_2015,416,416,0,"5,331","5,184",,147,873,"2,752","1,272",518,133,67,317,754,46,"1,434",647,443,137,213,111,102,95,2,201,-6,-6,-6,0,633,285,207,78,346,63,286,"1,608",525,440,86,"1,076",253,825,2,"2,409","3,403","37,690",48.6,"3,993"
Yukon_2016,417,416,1,"5,334","5,199",,135,879,"2,819","1,303",526,138,67,320,776,53,"1,464",629,427,162,173,77,95,96,1,200,3,3,3,0,789,364,296,74,424,93,329,"1,634",571,484,88,"1,049",250,801,3,"2,588","3,453","38,547",49.5,"3,612"
Yukon_2017,0,0,0,"5,496","5,343",,153,,"2,841","1,349",545,147,68,329,803,52,"1,442",727,507,161,186,104,82,163,1,217,7,7,7,0,728,246,167,77,469,106,360,"1,652",550,465,85,"1,091",244,848,0,"2,634","3,573","39,610",50.3,"3,549"
Yukon_2018,0,0,0,"5,556","5,391",,165,,"2,939","1,358",542,143,70,328,816,55,"1,527","1,049",821,147,508,313,196,170,2,221,2,3,3,0,598,195,113,78,392,99,287,"1,888",606,523,84,"1,271",296,976,-3,"2,702","3,998","40,519",51,"3,534"
Yukon_2019,0,0,0,"5,619","5,448",,171,,"2,950","1,391",558,150,74,333,833,51,"1,510",905,633,161,307,204,104,167,1,269,11,10,10,,585,132,45,80,436,113,316,"1,781",534,448,87,"1,240",264,977,-2,"2,667","3,863","41,362",52.2,"4,071"
Yukon_2020,0,0,0,"5,823","5,637",,186,,"2,962","1,360",575,156,78,341,786,55,"1,547",684,420,165,163,110,54,94,2,262,32,32,32,,759,208,176,32,533,209,285,"1,637",531,464,68,"1,095",285,813,1,"2,769","3,653","42,174",53.8,"4,803"
Yukon_2021,,,,"5,943","5,721",,222,,"3,116","1,410",585,160,82,342,826,58,"1,646",824,498,205,171,110,61,125,5,322,-63,-63,-63,,890,255,223,31,613,260,301,"1,701",536,460,76,"1,156",269,890,2,"3,045","3,950","42,986",54.7,"2,307"
